Hotel_name,neg,pos,Avg_score,score
Ritz Paris,15.041666666666666,60.44166666666666,9.799999999999999,0.7511374603612299
H10 Casa Mimosa 4 Sup,13.511475409836066,107.8655737704918,9.600000000000012,0.8747378339767166
41,11.659375000000002,67.74218750000003,9.600000000000012,0.8278860569715143
Haymarket Hotel,11.886000000000001,86.226,9.600000000000009,0.8621529469069654
H tel de La Tamise Esprit de France,7.146341463414635,91.49999999999997,9.600000000000007,0.9218979075036652
Hotel The Serras,7.889189189189185,84.5162162162162,9.599999999999985,0.9066547280227688
Hotel Casa Camper,8.940999999999995,92.87349999999998,9.599999999999966,0.9037292661523469
Hotel The Peninsula Paris,4.68,77.46000000000001,9.5,0.9395817195972114
Taj 51 Buckingham Gate Suites and Residences,7.357352941176474,67.275,9.5,0.8906376374407065
The Soho Hotel,8.545945945945945,75.43108108108109,9.5,0.8867052437342123
Milestone Hotel Kensington,9.055769230769231,73.29423076923077,9.5,0.8764463568861018
Charlotte Street Hotel,9.26619718309859,71.83239436619716,9.5,0.8710025293621694
Hotel Sacher Wien,11.012500000000001,83.27916666666665,9.5,0.8677640466303096
Mercer Hotel Barcelona,14.263043478260867,96.204347826087,9.5,0.8517422153929589
Le Narcisse Blanc Spa,13.685714285714283,75.66000000000001,9.5,0.8191155923114687
Waldorf Astoria Amsterdam,15.986956521739133,79.340579710145,9.5,0.798502146314732
Ham Yard Hotel,13.864516129032259,64.8532258064516,9.5,0.7862170160909249
Palais Coburg Residenz,36.00000000000001,54.46,9.5,0.3389643775247887
Shangri La Hotel at The Shard London,14.494629156010257,66.61764705882352,9.40000000000006,0.7824205777905745
The Savoy,16.697328244274814,61.84847328244276,9.400000000000047,0.7300284492387823
The Toren,9.087007874015736,79.47283464566921,9.400000000000045,0.8856589435304492
Catalonia Square 4 Sup,10.771428571428567,86.25551020408157,9.400000000000043,0.8751218496540889
Best Western Premier Kaiserhof Wien,12.950267379679126,89.46096256684494,9.400000000000029,0.8552411352605029
Catalonia Magdalenes,11.631638418079092,97.55706214689266,9.400000000000025,0.8807709235794204
Hotel Palace GL,10.377777777777766,81.02163742690064,9.400000000000023,0.8719135022772058
Rosewood London,13.249411764705872,72.9235294117647,9.400000000000023,0.8183108816649192
H tel D Aubusson,11.21708860759493,86.07405063291137,9.400000000000018,0.8696809488444598
Batty Langley s,9.201333333333329,89.28399999999996,9.400000000000013,0.8969430879739558
The Guesthouse Vienna,10.903521126760557,95.54225352112678,9.40000000000001,0.885877496867399
Hotel Sans Souci Wien,10.616666666666664,88.5695652173913,9.400000000000007,0.8801318868325889
Covent Garden Hotel,10.062068965517243,80.64482758620686,9.400000000000002,0.8752298285372214
The Lanesborough,10.333333333333332,53.11666666666665,9.400000000000002,0.805459679949796
Goralska R sidences H tel Paris Bastille,36.22307692307693,95.92307692307692,9.400000000000002,0.6223736968724939
Lansbury Heritage Hotel,33.366666666666674,81.02857142857142,9.400000000000002,0.5882110954395862
Hotel Eiffel Blomet,7.866666666666666,115.3111111111111,9.4,0.9317787627673926
Pillows Anna van den Vondel Amsterdam,18.55151515151515,127.2787878787879,9.4,0.854245035950669
Splendide Royal Paris,21.314285714285713,101.61428571428573,9.4,0.7902432166455785
45 Park Lane Dorchester Collection,12.014285714285714,54.6,9.4,0.7799581371009943
Hotel Margot House,15.615384615384619,95.28974358974357,9.399999999999997,0.8361273309474477
La Chambre du Marais,12.753488372093026,83.37441860465118,9.399999999999995,0.847033555549357
Excelsior Hotel Gallia Luxury Collection Hotel,13.774999999999997,75.64750000000001,9.399999999999995,0.8179054165702766
The Wittmore Adults Only,14.006250000000001,85.96458333333334,9.399999999999993,0.8370695296027919
The Goring,22.527659574468085,64.70212765957447,9.399999999999993,0.6518250575468596
Nolinski Paris,8.868518518518519,70.78888888888889,9.399999999999991,0.8747187777952179
The Beaumont Hotel,11.867241379310347,74.70862068965518,9.399999999999991,0.8411529851607394
The One Barcelona GL,20.529629629629625,73.93148148148148,9.399999999999991,0.7223154572552164
Hotel Monge,8.984375000000004,104.80468750000003,9.39999999999999,0.9142750652254938
Corinthia Hotel London,19.451898734177213,83.77088607594939,9.399999999999988,0.767796430891975
Boutiquehotel Das Tyrol,7.846428571428573,91.96428571428571,9.399999999999986,0.9146796116504854
Intercontinental London The O2,16.591263940520435,73.98689591078073,9.39999999999981,0.7757540205426715
Olivia Plaza Hotel,11.000862068965526,86.7265086206896,9.30000000000008,0.8731545608842698
Amba Hotel Charing Cross,12.559210526315805,82.49320175438594,9.300000000000079,0.8477545996613222
Hilton London Bankside,15.34975000000002,68.91574999999999,9.300000000000063,0.7772678959454112
The Nadler Victoria,11.606705539358593,80.4603498542274,9.300000000000043,0.8557462705495708
Olivia Balmes Hotel,13.155786350148379,76.59821958456969,9.300000000000042,0.8282494499023768
Ambassade Hotel,13.470270270270257,81.02195945945948,9.300000000000022,0.8337454393828835
Room Mate Giulia,12.781118881118868,85.68846153846157,9.300000000000017,0.8508420077610797
H tel Fabric,6.292857142857144,90.34464285714286,9.300000000000008,0.9303460953096278
Palazzo Parigi Hotel Grand Spa Milano,6.609433962264153,74.89245283018867,9.300000000000008,0.9117476633159499
Maison Souquet,8.51666666666667,85.55714285714284,9.300000000000008,0.9004563922747258
Egerton House,8.402000000000005,75.208,9.300000000000008,0.8882831613658121
H tel Square Louvois,14.570000000000002,104.53,9.300000000000008,0.8606141777480149
Four Seasons Hotel George V Paris,10.597560975609756,75.00487804878048,9.300000000000008,0.858708376690947
The Montague On The Gardens,11.589010989010976,73.57179487179489,9.300000000000008,0.8424802465509261
The Corner Hotel,14.093877551020409,88.64285714285712,9.300000000000008,0.8410037987797858
H tel Saint Marc,15.747619047619052,90.36190476190477,9.300000000000008,0.825727234401349
Four Seasons Hotel London at Park Lane,9.307500000000001,50.21499999999999,9.300000000000008,0.8146470178233595
The Zetter Townhouse Marylebone,14.14102564102564,72.75641025641023,9.300000000000008,0.8056387665198237
The LaLit London,21.538235294117648,79.34411764705882,9.300000000000006,0.7285465396448827
Victoire Germain,13.100000000000003,133.06923076923078,9.300000000000004,0.9015550031793744
Le Tsuba Hotel,12.887500000000001,104.37916666666662,9.300000000000004,0.8765318749750508
Park Hyatt Vienna,17.44347826086957,78.42608695652171,9.300000000000004,0.7775806630446833
Hotel Am Stephansplatz,13.299999999999999,92.77868852459012,9.300000000000002,0.8566481137909709
Hollmann Beletage Design Boutique,11.019672131147543,76.83934426229509,9.300000000000002,0.8565881549752518
H tel Le Relais Saint Germain,21.205000000000002,90.835,9.300000000000002,0.7665547421148236
COMO The Halkin,4.813333333333333,69.57333333333332,9.3,0.9308164047527788
Bulgari Hotel London,6.499999999999999,65.77333333333333,9.3,0.901175755118589
Hotel DO Pla a Reial G L ,18.484375,89.1390625,9.3,0.7926344020052937
The Ned,38.64603174603174,71.44285714285715,9.3,0.4590637428069943
Hotel Dupond Smith,7.290909090909091,84.45454545454547,9.299999999999999,0.9136706135629709
Shangri La Hotel Paris,9.86153846153846,54.51538461538461,9.299999999999999,0.8191054042613236
H tel Le Royal Monceau Raffles Paris,19.8375,101.82499999999999,9.299999999999999,0.8051804566658481
Le Meurice,17.161538461538463,86.33846153846154,9.299999999999999,0.8012295081967213
The Connaught,10.676923076923076,39.223076923076924,9.299999999999999,0.7277897626985684
Hotel Plaza Athenee Paris,30.066666666666666,88.85000000000001,9.299999999999999,0.6616019508534985
The Langham London,11.64531249999999,73.0671875,9.299999999999997,0.8406218591621583
Claridge s,19.658571428571424,55.95428571428572,9.299999999999997,0.6486672794117648
Mill sime H tel,9.921249999999999,110.33624999999998,9.299999999999992,0.9100816821307594
Le 123 S bastopol Astotel,12.69444444444444,79.86666666666666,9.299999999999986,0.8410545353366723
Andaz Amsterdam Prinsengracht A Hyatt Hotel,21.8098901098901,78.29450549450551,9.299999999999986,0.7214377947451158
Small Luxury Hotel Altstadt Vienna,14.420909090909086,99.17454545454547,9.299999999999981,0.8545906207604591
Canal House,15.832743362831854,93.81858407079643,9.299999999999981,0.8312408621421498
Le Relais Montmartre,9.872881355932206,90.59491525423726,9.29999999999998,0.8910216834109744
Monument Hotel,14.579310344827581,75.85775862068965,9.29999999999998,0.8078072617762373
Luxury Suites Amsterdam,9.284732824427483,84.33740458015264,9.299999999999978,0.8899096685432921
Aparthotel Arai 4 Superior,16.2755905511811,90.9110236220472,9.299999999999978,0.8209723100375032
Hotel K nig von Ungarn,8.432432432432426,93.71351351351355,9.299999999999974,0.9100190344350235
Hotel Cafe Royal,17.639310344827575,64.96000000000002,9.299999999999974,0.728458892474945
Hotel Spadari Al Duomo,7.542331288343559,77.50429447852763,9.299999999999972,0.9026849887597758
South Place Hotel,16.114110429447837,70.65828220858897,9.299999999999972,0.771943076936435
The Ritz London,14.74853801169589,62.16140350877193,9.299999999999972,0.7627380146007378
H10 Cubik 4 Sup,11.621739130434776,90.03586956521738,9.29999999999997,0.870921009742494
Hotel Rathaus Wein Design,13.057435897435894,84.21076923076919,9.29999999999997,0.844943395996614
UNA Maison Milano,10.795024875621888,74.61492537313434,9.299999999999969,0.8553235184296154
The Hoxton Amsterdam,13.473394495412839,78.69403669724768,9.299999999999969,0.8287876049967067
Hotel Kaiserin Elisabeth,13.545728643216073,88.85728643216083,9.200000000000031,0.8475563548346963
Banks Mansion All Inclusive Hotel,14.127669902912613,80.26067961165047,9.200000000000031,0.8239776940430757
H10 Port Vell 4 Sup,15.68436018957345,82.75213270142179,9.200000000000031,0.810465788885898
